ONG,TÍTULO PROYECTO,TIPOLOGÍA,PAÍS,AÑO DE EJECUCIÓN,SUBVENCIÓN €
"OSPAAAL.ORGANIZACION SOLIDARIDAD PUEBLOS ASIA, AFRICA Y AMERICA LATINA","RECONSTRUCCIÓNDEVIVIENDASYREHABILITACIÓNECONÓMICADELOSDAMNIFICADOSPORELHURACÁNMITCHENELMUNICIPIODELANGUE,DPTO.DEVALLE",Cooperación al Desarrollo,Honduras,1999,"83.935,22"
EN.PA.DE.ENTIDADPROMOTORADEDESARROLLO,CREACIÓNDEUNCENTRODEDIAGNOSTICOENCENTROMEDICODEMONKOLE,Cooperación al Desarrollo,Congo,1999,"37.798,51"
ARQUITECTOS SIN FRONTERAS-ASF-E,"PROMOCIÓNDELAMUJER,SALUDYORGANIZACIÓNSOCIALENUNBARRIODELIMA",Cooperación al Desarrollo,Perú,1999,"76.653,97"
MÉDICOS SIN FRONTERAS .ESPAÑA,"APOYO AL SISTEMA DE SALUD DE LA ZONA NORTE DE LA CIUDAD Y DISTRITO DE BATA ,GUINEA ECUATORIAL",Cooperación al Desarrollo,GuineaEcuatorial,1999,"58.387,52"
MÉDICOS SIN FRONTERAS. ESPAÑA,MEJORAR LA PREVENCIÓN Y CONTROL DE LA SETSE INFECCIÓN POR VIHENLA PROVINCIA DE SANTIAGO DE CUBA,Cooperación al Desarrollo,Cuba,1999,"48.980,92"
PUREZA DE MARÍA SANTÍSIMA CURIAL GENERAL,INTERNADODECHICOS1999,Cooperación al Desarrollo,Congo,1999,"240.875,15"
PUREZA DE MARÍA SANTÍSIMA CURIAL GENERAL,LUCHACONTRALAENFERMEDAD,Cooperación al Desarrollo,Congo,1999,"33.949,60"
FUNDACIÓN PREVENCIÓNES COLAR CONTRA LA DROGA,ASOCIACIÓNDECOOPERACIÓNYDESARROLLOJOPOI,Cooperación al Desarrollo,Paraguay,1999,"65.001,38"
ASOCIACIÓN BENÉFICA MUNDO COMPARTIDOS HARED WORLD,CENTRO DE FORMACIÓN Y DESARROLLO INTEGRAL PARA EL JOVEN Y LAMUJER 2ª FASE,Cooperación al Desarrollo,Perú,1999,"62.513,78"
EDUCACIÓN SIN FRONTERAS,FORTALECIMIENTOINTEGRALDELPROCESOEDUCATIVODELAASOCIACIÓNRENACIMIENTO,Cooperación al Desarrollo,Guatemala,1999,"45.075,91"
ASOCIACIÓN DE DAMAS SALESIANAS A.D.S.,CENTROCOMUNITARIOPARALAEDUCACIÓNENELDESARROLLOHUMANOINTEGRAL,Cooperación al Desarrollo,Colombia,1999,"70.039,39"
MEDICUS MUNDI MADRID,APOYOALDESARROLLODELPROGRAMADEVIGILANCIAYCONTROLDELALEISHMANIASISENELDISTRITOSANITARIODERIBERALTABENIYSUAREDEINFLUENCIA,Cooperación al Desarrollo,Bolivia,1999,"55.527,75"
COMPAÑÍA HIJAS DE LA CARIDAD SAN VICENTE DE PAUL. PROVINCIA DE MADRID,AMPLIACIÓNDELAFACULTADDEENFERMERÍAENCOCHABAMBA;AULAMAGNA,Cooperación al Desarrollo,Bolivia,1999,"44.156,36"
FUNDACIÓN PROMOCIÓN SOCIAL DE LA CULTURA,RECUPERACIÓNAGROPECUARIADEUNACOMUNIDADENEXTREMAPOBREZA:PIÑOS.NORYAUYOS.LIMA.PERÚ.,Cooperación al Desarrollo,Perú,1999,"36.060,73"
ADRA(AGENCIAADVENTISTAPARAELDESARROLLOYRECURSOSASISTENCIALES),CERENID.CENTRODEREHABILITACIÓNINTEGRALPARAMENORESDELACALLECONPROBLEMASDETOXICOMANIA,Cooperación al Desarrollo,Bolivia,1999,"100.362,86"
AYUDA EN ACCIÓN,APOYOALASALUDMATERNO-INFANTIL(2ªFASE):EQUIPAMIENTODELAMATERNIDADCOMUNITARIAPARALAPARROQUIADEJUANMONTALVO.,Cooperación al Desarrollo,Ecuador,1999,"70.857,18"
INSTITUTO DE PROMOCIÓN Y APOYO AL DESARROLLO. IPADE,ELECTRIFICACIÓN SOLAR DOMICILIARIA EN LA COMUNA RURAL DE AINBEIDA,Cooperación al Desarrollo,Marruecos,1999,"87.416,18"
FAD. FUNDACIÓN DE AYUDA CONTRA LA DROGADICCIÓN,DESARROLLODEPROGRAMASDEPREVENCIÓNESCOLARENBARRIOSURBANOSDEALTORIESGOENELDEPARTAMENTODESANSALVADOR.,Cooperación al Desarrollo,El Salvador,1999,"100.717,61"
CARITAS DIOCESANA DE MADRID,"MI RANCHO DESARROLLADO EN TRES ETAPAS 1ªTILICHIFELIZ"" 2ª""MI NUEVA FAMILIA"" 3ª"" SALIR A LA VIDA""""",Cooperación al Desarrollo,Bolivia,1999,"37.539,82"
BOMBEROS UNIDOS SIN FRONTERAS,PROYECTODECOOPERACIÓNPARAELDESARROLLODELCUERPODEBOMBEROSDEBOLIVIAENLACIUDADDELAPAZ,Cooperación al Desarrollo,Bolivia,1999,"78.833,05"
BOMBEROS UNIDOS SIN FRONTERAS,PROYECTO DE COOPERACIÓN PARA EL DESARROLLO  PROFESIONAL DE LA FEDERACIÓN DE CUERPOS DE BOMBEROS DE NICARAGUA (F.C.B.N.),Cooperación al Desarrollo,Nicaragua,1999,"98.654,92"
ASOCIACIÓNDEAYUDASOCIALECOLÓGICAYCULTURALDEESPAÑA(ADASEC),DONACIÓN E IMPLANTACIÓN DE VÁLVULAS PARA LA HIDROCEFALIA EN REPÚBLICA DOMINICANA,Cooperación al Desarrollo,República Dominicana,1999,"13.235,04"
FUNDACIÓN NUESTRO HOGAR ANAR,AMPLIACIÓNYMEJORADEUNHOGARPARAMENORESENLIMA,Cooperación al Desarrollo,Perú,1999,"42.070,85"
INVESTIGACIÓN Y ESPECIALIZACIÓN SOBRE TEMAS IBEROAMERICANOS. AIETI,"EDUCENTROUNLUGARPARAAPRENDER,CREAR,INVENTARYSERMEJORES.IIFASE",Cooperación al Desarrollo,Perú,1999,"118.345,73"
INVESTIGACIÓN Y ESPECIALIZACIÓN SOBRE TEMAS IBEROAMERICANOS. AIETI,CAPACITACIÓNENTÉCNICASDEPRODUCCIÓNYCONSERVACIÓNDEPLANTASALIMENTARIASYMEDICINALES,Cooperación al Desarrollo,Cuba,1999,"49.301,64"
FUNDACIÓN IBEROAMERICANA PARA EL DESARROLLO- F.I.D.E.,FOMENTO DELA AGROINDUSTRIA ARTESANALPARALAINSERCIÓN SOCIOECONÓMICAYRECONVERSIONPRODUCTIVADEPEQUEÑOSAGRICULTORESYGANADEROS.,Cooperación al Desarrollo,El Salvador,1999,"42.062,17"
ECOSOL-SORD,"MEJORA DE LAS CONDICIONES GENERALES DEL CENTRO DE EDUCACIÓN ESPECIAL EFFETAH,PARA FAVORECER LA EDUCACIÓN YREHABILITACIÓN DE NIÑOS SORDOS",Cooperación al Desarrollo,Marruecos,1999,"22.658,23"
ASOCIACIÓN IUVE,"MEJORA DE LA PRODUCCIÓN AGRÍCOLA Y LA VIVIENDA DE LA POBLACIÓN AFECTADA POR EL HURACÁN MITCH EN EL VALLE DE LAGUAN,OLANCHITO.HONDURAS",Cooperación al Desarrollo,Honduras,1999,"111.540,15"
CARITAS PARA LA COOPERACIÓN INTERNACIONAL,MASTER EN COOPERACIÓN AL DESARROLLO SOSTENIBLE,Cooperación al Desarrollo,Colombia,1999,"36.060,73"
FUNDACIÓN DESARROLLO SOSTENIDO. FUNDESO,RECUPERACIÓNDEESTRUCTURASPRODUCTIVASBÁSICASENCOMUNIDADESGARIFUNASHONDUREÑASAFECTADASPORELHURACÁNMITCH,Cooperación al Desarrollo,Honduras,1999,"48.054,52"
 ACCIÓN  CONTRA EL HAMBRE ( FUNDACIÓN INTERNACIONAL),RECUPERACIÓN DE LA PRODUCCIÓN AGRÍCOLA EN 16 COMUNIDADES DEL DEPARTAMENTO DE MADRID AFECTADAS POR EL HURACÁN MITCH,Cooperación al Desarrollo,Nicaragua,1999,"48.037,70"
OPERARIAS CATEQUISTAS DE NUESTRA SEÑORA DE LOSDOLORES DE MADRID,MANTENIMIENTO DELD ISPENSARIO SAN RAFAEL,Cooperación al Desarrollo,Nicaragua,1999,"13.673,03"
ASOCIACIÓN CULTURAL LA COMUNA DE MADRID,REHABILITACIÓN DE LA COMUNIDAD CHAFARINA,Cooperación al Desarrollo,Cuba,1999,"27.667,59"
UNIÓN DE COOPERATIVAS MADRILEÑAS DE TRABAJO ASOCIADO,"RECUPERACIÓN DE LAS CONDICIONES ECONÓMICAS,SOCIALES Y MEDIO AMBIENTALES DE LA COMUNIDAD DE TQANAME",Cooperación al Desarrollo,Nicaragua,1999,"47.064,89"
MÉDICOS DEL MUNDO,ATENCIÓN A LAS MUJERES INMIGRANTES QUE EJERCEN LA PROSTITUCIÓN,Sensibilización / Educación para el Desarrollo,Madrid,1999,"38.510,94"
MÉDICOS DEL MUNDO,"INFORMACIÓN,ORIENTACIÓN Y ATENCIÓN SOCIOSANITARIA AINMIGRANTESSINRECURSOS",Sensibilización / Educación para el Desarrollo,Madrid,1999,"31.516,19"
MÉDICOS DEL MUNDO,APOYO A LAINTEGRACIÓN DE LOS INMIGRANTES Y FAMILIAS DEI NMIGRANTES EN SITUACIÓN  PSICOSOCIAL DESFAVORECIDA,Sensibilización / Educación para el Desarrollo,Madrid,1999,"13.330,21"
PROYECTO CULTURA Y SOLIDARIDAD,INTEGRACIÓN SOCIOEDUCATIVA Y CULTURAL DE LOS COLECTIVOS INMIGRANTES EN SAN CRISTÓBAL DE LOS ÁNGELES 1999,Sensibilización / Educación para el Desarrollo,Madrid,1999,"14.676,23"
MERCEDARIOS PROVINCIA DE CASTILLA COMUNIDAD,CASAS DE REFUGIADOS E INMIGRANTES MENORES YJ ÓVENES NO ACOMPAÑADOS,Sensibilización / Educación para el Desarrollo,Madrid,1999,"24.040,48"
COLEGIO M.INMACULADA DE MADRID- FRANCISCANAS DE LA PURÍSIMA CONCEPCIÓN,MEJORA SOCIO-EDUCATIVA PARA HIJOS DE INMIGRANTES ACOGIDOS EN EL CENTRO-HOGAR MªI NMACULADA,Sensibilización / Educación para el Desarrollo,Madrid,1999,"67.951,83"
ASAMBLEA DE COOPERACIÓN POR LA PAZ,PROGRAMA DE INSERCIÓN SOCIOLABORAL DE MUJERES SENEGALESAS RESIDENTES EN EL MUNICIPIO DE MADRID,Sensibilización / Educación para el Desarrollo,Madrid,1999,"18.329,02"
APROSERS-ASOCIACIÓN DE PROMOCIÓN DE SERVICIOS SOCIALES,PROYECTO SOCIOEDUCATIVO CON INMIGRANTES,Sensibilización / Educación para el Desarrollo,Madrid,1999,"134.626,71"
APRAMP PARA LA ATENCIÓN PREVENCIÓN Y REINSERCION MUJER PROSTITUIDA,UNIDAD MÓVIL A FAVOR DE PERSONAS INMIGRANTES QU EEJERCEN LA PROSTITUCIÓN EN EL MUNICIPIO DE MADRID,Sensibilización / Educación para el Desarrollo,Madrid,1999,"82.839,42"
FUNDACIÓN IBEROAMERICANA EUROPA- CIPIE,"PROYECTOINTEGRALDEINTERVENCIÓNCONINMIGRANTESASENTADOENELMUNICIPIODEMADRID,CONESPECIALATENCIÓNENELDISTRITODEBARAJAS",Sensibilización / Educación para el Desarrollo,Madrid,1999,"36.229,49"
ACISJF-FEDERACIÓN CATÓLICA ESPAÑOLA SERVICIOS A LA JUVENTUD FEMENINA,S.O.S.MUJERES JÓVENES INMIGRANTES,Sensibilización / Educación para el Desarrollo,Madrid,1999,"30.261,73"
ASAMBLEA DE MADRID DE CRUZ ROJA ESPAÑOLA,APOYO A LA INTEGRACIÓN SOCIAL DE INMIGRANTES LLEGADOS VÍARE AGRUPACIÓN FAMILIAR,Sensibilización / Educación para el Desarrollo,Madrid,1999,"40.656,59"
ASAMBLEA DE MADRID DE CRUZ ROJA ESPAÑOLA,PISORESIDENCIAPARAMUJERESINMIGRANTESCONCARGASFAMILIARESNOCOMPARTIDAS,Sensibilización / Educación para el Desarrollo,Madrid,1999,"37.411,80"
ADSIS TIERRA,SERVICIO DE APOYO A LA INSERCIÓN SOCIOEDUCATIVA DE FAMILIAS INMIGRANTES,Sensibilización / Educación para el Desarrollo,Madrid,1999,"11.391,10"
FUNDACIÓN ROSALIA RENDU,TAREADEPREVENCIÓNTRABAJOEINTEGRACIÓNCONMENORESYFAMILIASINMIGRANTESYOTRASENRIESGODEEXCLUSIÓNSOCIAL,Sensibilización / Educación para el Desarrollo,Madrid,1999,"329.054,13"
CASA GENERALICIA DAMAS APOSTÓLICAS DEL SAGRADO CORAZÓN DE JESÚS MADRID,AYUDAAMUJERESYSUSHIJOSENSITUACIÓNDEESPECIALDIFICULTADSOCIALYECONÓMICA,Sensibilización / Educación para el Desarrollo,Madrid,1999,"45.075,91"
PARROQUIA DE SAN ILDEFONSO,E.O.F.-CUARTOMUNDO,Sensibilización / Educación para el Desarrollo,Madrid,1999,"48.583,19"
CENTRO DE ANIMACIÓN SOCIAL VALDEPERALES,"PROGRAMADEAPOYOSOCIAL,FORMACIÓN,OCIOYTIEMPOLIBREPARAFAMILIASINMIGRANTESDELDISTRITO",Sensibilización / Educación para el Desarrollo,Madrid,1999,"49.673,65"
ASOCIACIÓN CULTURAL LA KALLE,EDUCACIÓNINTERCULTURALYPREVENCIÓNEINSERCIÓNDESDEELTIEMPOLIBRE,Sensibilización / Educación para el Desarrollo,Madrid,1999,"16.978,59"
CANDELITA,"INTEGRACIÓNSOCIOLABORALDEMUJERESINMIGRANTESENELPROGRAMAENVEJECERENCASA""""",Sensibilización / Educación para el Desarrollo,Madrid,1999,"130.780,23"
H.CARIDADS.VICENTEPAULS.LMARILLACCOMEDORBENÉFICOM.INMACULADA,CREACIÓNDEPISOSDEACOGIDAYSERVICIODECOMEDORPARAPERSONASEXCLUIDASSOCIALMENTEENSITUACIÓNDEPOBREZASEVERAYABSOLUTA.,Sensibilización / Educación para el Desarrollo,Madrid,1999,"174.293,51"
H.CARIDADS.VICENTEPAULS.LMARILLACCOMEDORBENÉFICOM.INMACULADA,CENTRODEDÍAYCENTRODEACOGIDA,Sensibilización / Educación para el Desarrollo,Madrid,1999,"147.247,97"
ASOCIACIÓN PROMOCION AL EMPLEO Y DESARROLLO,INSERCIÓN LABORAL DIRIGIDO A INMIGRANTES EN EL MUNICIPIO DE MADRID 99,Sensibilización / Educación para el Desarrollo,Madrid,1999,"27.045,54"
ASOCIACIÓN PARA LA INTEGRACIÓN DEL MENOR. PAIDEIA,CENTRO ABIERTO DE DÍA INFANTIL YJUVENIL MENORES /FAMILIAS QUE PROVIENEN DEOTROS PAÍSES RESIDENTES EN EL DISTRITO CENTRO,Sensibilización / Educación para el Desarrollo,Madrid,1999,"22.369,87"
ASOCIACIÓN MUJERES OPAÑEL,VIVIENDASTUTELADASPARAMUJERESINMIGRANTESCONRESPONSABILIDADESFAMILIARESNOCOMPARTIDAS,Sensibilización / Educación para el Desarrollo,Madrid,1999,"53.714,59"
BANCO DE ALIMENTOS DE MADRID,ASISTENCIA ALIMENTARIA GRATUITA A INMIGRANTES A TRAVÉS DE INSTITUCIONES BENÉFICAS ASISTENCIALES DURANTE 1999,Sensibilización / Educación para el Desarrollo,Madrid,1999,"6.010,12"
ASOCIACIÓN SEMILLA PARA LA INTEGRACIÓN SOCIAL DEL JOVEN,INTEGRACIÓNYFORMACIÓNDEJÓVENESINMIGRANTES,Sensibilización / Educación para el Desarrollo,Madrid,1999,"27.588,87"
ASOCIACIÓN ARCO IRIS,MIGRA,Sensibilización / Educación para el Desarrollo,Madrid,1999,"49.042,59"
ASOCIACIÓN DE TRABAJADORES INMIGRANTES MARROQUIES EN ESPAÑA (ATIME),"SAMIRA,INTERVENCIÓNCONLAMUJERDESDEELNÚCLEOFAMILIAR",Sensibilización / Educación para el Desarrollo,Madrid,1999,"18.408,69"
FUNDAC.GRAL.UNIVERSIDADAUTÓNOMAMADRID-CONSORCIOACSUR-LASSEGOVIAS,MIGRACIÓN Y CODESARROLLO. LA FORMACIÓN DE INMIGRANTES PARA SU PARTICIPACIÓN COMO COOPERANTES Y MEDIADORES TRANSNACIONALES,Sensibilización / Educación para el Desarrollo,Madrid,1999,"34.872,53"
ESCUELA ASILOSOTES,"CENTRO DE DÍA LABOURE"".TRABAJO PREVENTIVO Y DEI NTEGRACION CON INMIGRANTES-MENORES Y FAMILIAS EN RIESGO SOCIAL""",Sensibilización / Educación para el Desarrollo,Madrid,1999,"48.080,97"
ESPAÑA CON ACNUR,Ayuda de emergencia a los refugiados kosovares en Albania,Ayuda Humanitaria,ALBANIA,1999,"65.731,49"
CRUZ ROJA ESPAÑOLA - COMUNIDAD DE MADRID,Actuación de emergencia para la atención higiénico-sanitaria a los inmigrantes de origen rumano en el poblado de Malmea (distrito de Fuencarral - el Pardo),Ayuda Humanitaria,EL PARDO,1999,"57.035,81"
CRUZ ROJA ESPAÑOLA - COMUNIDAD DE MADRID,Actuación de emergencia para paliar los efectos del terremoto en Turquía,Ayuda Humanitaria,TURQUÍA,1999,"36.060,73"
CRUZ ROJA ESPAÑOLA - COMUNIDAD DE MADRID,Actuación de ayuda humanitaria a favor de las personas damnificadas por las inundaciones en Venezuela,Ayuda Humanitaria,VENEZUELA ,1999,"120.202,42"
BOMBEROS UNIDOS SIN FRONTERAS,Actuación de emergencia para la adquisición y envío de material de apoyo técnico al cuerpo de bomberos de Nicaragua,Ayuda Humanitaria,NICARAGUA,1999,"59.924,03"
PROYECTO HOMBRE,Ayuda de emergencia para menores desplazados por la violencia en Cali (Colombia),Ayuda Humanitaria,COLOMBIA,1999,"60.101,21"
EMV,Ayuda de emergencia para la dotación de viviendas a los afectados por el huracán Mitch en Tegucigalpa (1ª fase),Ayuda Humanitaria,HONDURAS,1999,"910.893,95"
ASOCIACIONPORLAPAZYELDESARROLLO,CREACIÓNDEUNSISTEMADEABASTECIMIENTODEAGUAPOTABLEENELDISTRITO8DELACIUDADDECOCHABAMBA(BOLIVIA),Cooperación al Desarrollo,Bolivia,2000,"188.988,26"
MISIÓN AMERICA,CASA PARA LA FORMACION E INTEGRACION  SOCIAL.PIURA.,Cooperación al Desarrollo,Perú,2000,"147.736,85"
ISCOD-INSTITUTOSINDICALDECOOPERACIONALDESARROLLO,FORTALECIMIENTODELTRABAJODEGENEROYDELOSCOLECTIVOSDEMICROEMPRESASENZONASDEPOBREZA,Cooperación al Desarrollo,Perú,2000,"122.854,39"
CENTRODEESTUDIOSYSOLIDARIDADCONAMERICALATINA(CESAL),"ATENCIONSOCIAL,SANITARIAYAPOYOALAESCOLARIZACIONDENIÑOSGITANOSDELABARRIADAMARGINALDEIAZU",Cooperación al Desarrollo,Rumanía,2000,"263.393,84"
MEDICOS DEL MUNDO,CONTROLDELATRANSMISIONDELVIHENLAREGIONDEKARATU,Cooperación al Desarrollo,Tanzania,2000,"196.823,00"
COOPERACIÓN SOCIAL,CENTROPARALAFORMACIONINTEGRALDELAMUJER(CEFIM)ENKINSHASA,Cooperación al Desarrollo,Congo,2000,"174.594,02"
AMISTAD EUROPEA.PROYECTO SOLIDARIO (ONGD),"APOYOALOSPROCESOSALTERNATIVOSDEATENCIÓNINTEGRALALOSNIÑOS,NIÑASYADOLESCENTESTRABAJADORESENLASCALLESDEPUCALLPA,PERU",Cooperación al Desarrollo,Perú,2000,"53.661,57"
FEDERACION ESPAÑOLA DE RELIGIOSOS ENSEÑANZA. FERE,MEJORASYACONDICIONAMIENTODELCENTROESCOLARSANVIATORENLACIUDADDEABIDJAN.,Cooperación al Desarrollo,CostadeMarfil,2000,"69.116,39"
FUNDACION ESPAÑOLA PARA LA COOPERACION. SOLIDARIDAD INTERNACIONAL,CONSTRUCCIONYPUESTAENMARCHADEUNCENTRODEATENCIONYEDUCACIONPARANIÑOSDELACALLE,Cooperación al Desarrollo,Colombia,2000,"121.037,83"
SAVE THE CHILDREN,CENTROEDUCATIVOINTEGRALINTI(CEI-INTI)PROPUESTAEDUCATIVAENDISTRITOSMUNICIPALESPARAELDESARROLLOLOCAL.,Cooperación al Desarrollo,Bolivia,2000,"129.096,60"
MANOS UNIDAS. COMITE CATOLICO DE CAMPAÑA CONTRA EL HAMBRE EN EL MUNDO,PROMOCIONDEUNAEDUCACIONENDERECHOSHUMANOSENLOSCOLEGIOSEINSTANCIASEDUCATIVASDELNORTEDEPERU.,Cooperación al Desarrollo,Perú,2000,"223.684,69"
FUNDACIÓNPASTRANA,DESARROLLORURALENLAMICROCUENCAMANCCOMAYO-QUISPICANCHI,Cooperación al Desarrollo,Perú,2000,"175.487,16"
FUNDACION INTERED,PROGRAMADEFORMACIONDEMAESTROS/ASENZONASMARGINADASDEREPUBLICADOMINICANA,Cooperación al Desarrollo,República Dominicana,2000,"142.914,29"
FUNDACIÓNINTERMON-OXFROM,"FORMACIONPROFESIONALDEADOLESCENTESYJOVENESENSITUACIONDERIESGOENJABOATAODOSGUARARAPESPERNAMBUCO,BRASIL",Cooperación al Desarrollo,Brasil,2000,"459.774,26"
FUNDACIÓNCODESPA-FUTUROENMARCHA,MEJORADELACAPACIDADDETRESCENTROSDESERVICIOSBASICOSCOMUNITARIOS(CSBC)ENAGUABLANCA(CALI),Cooperación al Desarrollo,Colombia,2000,"191.624,10"
FUNDACIÓNCODESPA-FUTUROENMARCHA,ALIVIODELAPOBREZAYAPOYOALAMUJERENTOTORAS-INCAWASI,Cooperación al Desarrollo,Perú,2000,"121.192,29"
ASAMBLEA DE COOPERACIÓN POR LA PAZ,"AUTOCONSTRUCCION DEVIVIENDASENLASCOMUNIDADESRURALESDEDELICIASYELCERRON,DPTO.DECOMAYAGUA",Cooperación al Desarrollo,Honduras,2000,"236.367,34"
IEPALA.INST.DE ESTUDIOS POLÍTICOS PARA AMÉRICA LATINA Y ÁFRICA,ABASTECIMIENTODEAGUAENLOSCAMPAMENTOSDEREFUGIADOSSAHARAUIS,Cooperación al Desarrollo,Argelia,2000,"104.671,99"
FUNDACION PAZ Y SOLIDARIDAD,FORTALECIMIENTO ORGANIZATIVO Y CAPACITACION GERENCIAL PARA ORGANIZACIONES DE DESARROLLO DE BASE DEL NOR-OCCIDENTE DE GUATEMALA,Cooperación al Desarrollo,Guatemala,2000,"130.909,91"
FUNDACION CIPIE.CENTRO INVESTIGACIONES Y PROMOCION IBEROAMERICA-EUROP,POTABILIZACIONDEAGUAYFOMENTODELASALUDENVEINTIDOSCOMUNIDADESRURALES.,Cooperación al Desarrollo,Marruecos,2000,"139.908,67"
PROSALUS,"REHABILITACIONDELOSPUEBLOSDEBATANES,SAUSAL,MARAYYFRANCOAFECTADOSPORELFENOMENOELNIÑO""""",Cooperación al Desarrollo,Perú,2000,"171.761,19"
JOVENES DEL TERCER MUNDO,ENSEÑANZAMEDIAYSUPERIORPARAJOVENESDEBAJOSRECURSOSDELDEPARTAMENTODELAPAZ.,Cooperación al Desarrollo,Bolivia,2000,"324.397,58"
PAZ Y COOPERACION,"CONSOLIDACIONDELCENTROEDUCATIVOAGROPECUARIOATRAVESDETRILOGIA;ESTUDIO,TRABAJO,PRODUCCION.",Cooperación al Desarrollo,Bolivia,2000,"133.713,41"
COOPERACION INTERNACIONAL,INSTITUTOSDEFORMACIONBASICAYBACHILLERATOPARAELAREARURALDEQUETZALTENANGOYHUEHUETENANGO,Cooperación al Desarrollo,Guatemala,2000,"212.142,78"
PAZ Y TERCER MUNDO,FORTALECIMINETODELAESTRUCTURAAGRICOLAENHUERTOSCOMUNITARIOSENELMUNICIPIODEARROYONARANJO.,Cooperación al Desarrollo,Cuba,2000,"81.285,69"
PAZ Y TERCER MUNDO,FORTALECIMIENTODELAESTRUCTURAPRODUCTIVAYCOMERCIALIZACIÓNDEPEQUEÑOSAGRICULTORES,Cooperación al Desarrollo,El Salvador,2000,"74.200,53"
FUNDACIONDEARTISTASEINTELECTUALESPUEBLOSINDIGENASIBEROAMERICA,"REFORESTACIONYRECUPERACIONDEACTIVIDADESHORTICOLASENLASCOMUNIDADESQUINCHUADESARAGURO,ECUADOR",Cooperación al Desarrollo,Ecuador,2000,"35.246,46"
ASOCIACION JUVENIL MADRESELVA,RESIDENCIAPARAJOVENESESTUDIANTESINDIGENASENPUERTOAYACUCHO,Cooperación al Desarrollo,Venezuela,2000,"197.155,97"
ASOCIACION MENSAJEROS DE LA PAZ,"PROGRAMA DEMEJORA DE LA ASITENCIA SANITARIA COMUNITARIA EN LA DIVISIÓN DE MUKOGODO, PRESTANDO ESPECIAL ATENCIÓN A LSECTOR MATERNO-INFANTIL",Cooperación al Desarrollo,Kenia,2000,"200.273,58"
FUNDACION PADRE ARRUPE (F.P.A.),FORMACION INTEGRAL EN CIENCIA E INGENIERIA PARA EL SALVADOR.RESIDENCIA DE PROFESORES,Cooperación al Desarrollo,El Salvador,2000,"194.318,75"
ACSUR(ASOCIACIONPARALACOOPERACIONCONELSURLASSEGOVIAS),"FORTALECIMIENTODELACAPACIDADPRODUCTIVADETRESASOCIACIONESMICROREGIONALESDEHUEHUETENANGO,SEGURIDADALIMENTARIA,GENERACIONINGRESOS",Cooperación al Desarrollo,Guatemala,2000,"209.394,71"
ENTRE CULTURAS - FE Y ALEGRIA,AMPLIACION Y MEJORA DE LAS INFRAESTRUCTURAS EDUCATIVAS DEL COLEGIO BELEN DE ESTELI.NICARAGUA,Cooperación al Desarrollo,Nicaragua,2000,"64.618,42"
ENTRE CULTURAS - FE Y ALEGRIA,DESARROLLODEINFRAESTRUCTURAYCALIDADEDUCATIVA,Cooperación al Desarrollo,Perú,2000,"271.296,86"
FUNDACION BENEFICA DEL VALLE,DESARROLLOINFANTILINTEGRALENBARRIOSURBANOMARGINALESDETEGUCIGALPA,Cooperación al Desarrollo,Honduras,2000,"94.132,07"
OCSI-AMSORGANIZACIONDECOOPERACIONYSOLIDARIDADINTERNACIONAL,COMERCIALIZACIONALTERNATIVADELASUNIDADESDEPRODUCCIONPOPULAR,Cooperación al Desarrollo,Venezuela,2000,"58.816,68"
SOLIDARIOSPARAELDESARROLLO,MEJORADELASITUACIÓNDELANIÑEZENLACOMUNIDADDEVIDANUEVA.,Cooperación al Desarrollo,Honduras,2000,"128.555,60"
FUNDACION HUMANISMO Y DEMOCRACIA,"OPERACIÓN ABEJAS""PROYECTO CAMPESINOS UNIDOS PARA LA CONSTRUCCIÓN Y RECONSTRUCIÓN DE VIVIENDAS AFECTADAS POR EL HURACANMITCH.""",Cooperación al Desarrollo,Honduras,2000,"255.986,79"
FUNDACION HUMANISMO Y DEMOCRACIA,APOYO A INICIATIVAS MICRO EMPRESARIALES DE JÓVENES DOMINICANOS DE LAREARURALFRONTERIZACONHAITÍ,Cooperación al Desarrollo,República Dominicana,2000,"95.633,09"
CIDEAL,RECUPERACIONDELAPRODUCCIONPECUARIAPARALASFAMILIASHUASTECASDAMNIFICADASENPUEBLAEHIDALGO.,Cooperación al Desarrollo,México,2000,"147.605,57"
CIDEAL,REHABILITACIONDEUNCENTRODEACOGIDAPARADISCAPACITADOSYCREACIONDEDOSTALLERESDECAPACITACIONPROFESIONAL,Cooperación al Desarrollo,Marruecos,2000,"162.504,56"
"MPDL - MOVIMIENTO POR LA PAZ, EL DESARME Y LA LIBERTAD",FORMACIONEINTERMEDIACIONPARAELEMPLEODEJOVENES,Cooperación al Desarrollo,República Dominicana,2000,"107.334,64"
ASAMBLEA DE MADRID DE CRUZ ROJA ESPAÑOLA,AMUPAKINUNACASADESALUDPARALAASOCIACIONDEMUJERESPARTERASKICHWASDELALTONAPO,Cooperación al Desarrollo,Ecuador,2000,"126.521,80"
ASAMBLEA DE MADRID DE CRUZ ROJA ESPAÑOLA,ATENCIONSOCIALAMUJERESVICTIMASDELAVIOLENCIAYAHUERFANOSDELGENOCIDIOYDELSIDA,Cooperación al Desarrollo,Ruanda,2000,"176.050,27"
